Time (s),Main Avg Power (mW)
0.2172,815.601
0.2174,815.601
0.2176,810.065
0.2178,811.910
0.2180,813.755
0.2182,815.821
0.2184,834.166
0.2186,837.857
0.2188,815.601
0.2190,821.247
0.2192,811.910
0.2194,808.219
0.2196,810.065
0.2198,812.020
0.2200,811.690
0.2202,819.291
0.2204,821.247
0.2206,836.125
0.2208,808.219
0.2210,808.329
0.2212,815.601
0.2214,806.374
0.2216,810.065
0.2218,806.374
0.2220,808.110
0.2222,811.910
0.2224,815.601
0.2226,812.130
0.2228,734.409
0.2230,756.963
0.2232,812.020
0.2234,822.982
0.2236,810.065
0.2238,808.219
0.2240,821.136
0.2242,804.311
0.2244,813.645
0.2246,860.003
0.2248,843.508
0.2250,810.504
0.2252,788.029
0.2254,797.364
0.2256,806.374
0.2258,841.434
0.2260,804.420
0.2262,787.922
0.2264,787.922
0.2266,835.898
0.2268,828.742
0.2270,812.130
0.2272,797.256
0.2274,826.896
0.2276,817.446
0.2278,815.821
0.2280,808.219
0.2282,802.684
0.2284,806.374
0.2286,821.136
0.2288,821.136
0.2290,799.102
0.2292,788.029
0.2294,815.821
0.2296,812.020
0.2298,801.055
0.2300,810.174
0.2302,843.279
0.2304,824.827
0.2306,824.827
0.2308,835.898
0.2310,813.865
0.2312,808.438
0.2314,812.020
0.2316,812.350
0.2318,813.865
0.2320,819.291
0.2322,817.446
0.2324,811.910
0.2326,813.535
0.2328,845.239
0.2330,815.601
0.2332,808.219
0.2334,821.247
0.2336,813.976
0.2338,813.976
0.2340,819.402
0.2342,810.284
0.2344,810.065
0.2346,811.910
0.2348,841.434
0.2350,820.914
0.2352,813.755
0.2354,815.601
0.2356,810.174
0.2358,815.601
0.2360,810.284
0.2362,808.219
0.2364,808.329
0.2366,813.645
0.2368,841.320
0.2370,820.914
0.2372,808.219
0.2374,811.690
0.2376,815.601
0.2378,813.755
0.2380,812.020
0.2382,813.755
0.2384,815.821
0.2386,821.025
0.2388,843.393
0.2390,841.548
0.2392,738.300
0.2394,748.969
0.2396,822.982
0.2398,826.448
0.2400,863.811
0.2402,801.055
0.2404,810.614
0.2406,804.529
0.2408,821.247
0.2410,843.165
0.2412,837.744
0.2414,817.224
0.2416,789.767
0.2418,800.839
0.2420,808.438
0.2422,804.638
0.2424,804.747
0.2426,789.767
0.2428,793.672
0.2430,830.362
0.2432,813.755
0.2434,809.955
0.2436,787.922
0.2438,822.759
0.2440,832.208
0.2442,815.601
0.2444,804.747
0.2446,812.130
0.2448,813.976
0.2450,830.362
0.2452,806.484
0.2454,787.922
0.2456,782.280
0.2458,848.815
0.2460,817.335
0.2462,806.265
0.2464,793.458
0.2466,837.744
0.2468,834.166
0.2470,843.279
0.2472,817.667
0.2474,813.755
0.2476,813.865
0.2478,811.800
0.2480,811.910
0.2482,809.845
0.2484,821.136
0.2486,821.136
0.2488,812.130
0.2490,845.125
0.2492,824.938
0.2494,813.755
0.2496,808.329
0.2498,815.601
0.2500,819.291
0.2502,811.910
0.2504,813.755
0.2506,813.645
0.2508,817.557
0.2510,826.896
0.2512,832.320
0.2514,817.446
0.2516,817.667
0.2518,813.755
0.2520,810.065
0.2522,809.845
0.2524,806.265
0.2526,810.065
0.2528,810.065
0.2530,824.827
0.2532,843.508
0.2534,815.821
0.2536,808.438
0.2538,810.065
0.2540,819.402
0.2542,806.374
0.2544,808.219
0.2546,809.845
0.2548,804.529
0.2550,819.180
0.2552,843.393
0.2554,817.557
0.2556,749.273
0.2558,730.719
0.2560,778.906
0.2562,821.136
0.2564,824.715
0.2566,802.575
0.2568,810.065
0.2570,810.065
0.2572,830.362
0.2574,822.982
0.2576,836.351
0.2578,830.813
0.2580,797.364
0.2582,789.874
0.2584,799.102
0.2586,806.374
0.2588,800.947
0.2590,808.001
0.2592,811.910
0.2594,811.910
0.2596,817.557
0.2598,813.976
0.2600,793.672
0.2602,810.065
0.2604,824.827
0.2606,819.291
0.2608,806.374
0.2610,808.110
0.2612,824.715
0.2614,826.672
0.2616,802.684
0.2618,795.518
0.2620,784.656
0.2622,799.210
0.2624,821.247
0.2626,812.130
0.2628,787.922
0.2630,822.982
0.2632,858.041
0.2634,843.165
0.2636,808.219
0.2638,815.601
0.2640,823.204
0.2642,812.130
0.2644,812.130
0.2646,810.174
0.2648,815.601
0.2650,821.136
0.2652,828.517
0.2654,839.589
0.2656,810.065
0.2658,826.672
0.2660,834.053
0.2662,814.196
0.2664,819.513
0.2666,815.821
0.2668,815.821
0.2670,808.329
0.2672,811.910
0.2674,839.589
0.2676,813.755
0.2678,815.490
0.2680,817.335
0.2682,821.247
0.2684,812.130
0.2686,812.460
0.2688,810.504
0.2690,821.247
0.2692,808.219
0.2694,841.434
0.2696,826.672
0.2698,811.910
0.2700,809.845
0.2702,808.219
0.2704,808.329
0.2706,812.350
0.2708,853.083
0.2710,813.976
0.2712,811.910
